product_id,product_name,category,subcategory,price,cost,is_plus_eligible
434,UltraBook Laptops Air,electronics,laptops,57.87,36.81,True
435,DreamSoft Bedding Plus 55,home,bedding,36.18,24.38,True
436,ProLens Cameras Pro,electronics,cameras,33.15,15.71,True
437,PufferWarm Outerwear SE,clothing,outerwear,107.59,66.81,True
438,TrueColor Makeup,beauty,makeup,5.99,3.61,True
439,CableKit Accessories Pack 70,clothing,accessories,10.65,5.93,False
440,PedalPro Cycling Max,sports,cycling,12.81,5.85,True
441,DrawPad Tablets 10 30,electronics,tablets,24.76,15.81,True
442,ImmunePlus Supplements Max 18,beauty,supplements,27.01,18.59,True
443,ProLens Cameras Mini 86,electronics,cameras,9.92,6.12,True
444,CoolSleep Bedding Plus,home,bedding,15.06,10.17,True
445,AgeLess Skincare Pro,beauty,skincare,16.63,11.56,False
446,Simple and Cooking SE 19,books,cooking,236.5,119.58,False
447,ScreenGuard Accessories Set 99,clothing,accessories,139.97,82.79,True
448,TechGrip Accessories Plus,electronics,accessories,23.82,12.91,True
449,ComfortFit Tops 72,clothing,tops,24.76,17.23,True
450,GameStation Laptops S 11,electronics,laptops,13.21,5.66,True
451,SpeedStride Running Shoes Max,sports,running_shoes,7.2,3.77,True
452,SunShield Skincare Plus 79,beauty,skincare,30.16,19.99,True
453,WorkStation Laptops S 51,electronics,laptops,14.91,7.23,True
454,StudyTab Tablets Mini 67,electronics,tablets,30.94,19.69,False
455,Sport Headphones Air,electronics,headphones,9.21,4.74,True
456,One Pan Cooking Max,books,cooking,18.0,12.49,False
457,CocktailHour Dresses V2,clothing,dresses,37.3,24.81,True
458,BoldLook Makeup,beauty,makeup,44.39,21.77,False
459,PufferWarm Outerwear Pro,clothing,outerwear,46.25,29.19,True
460,StrideMax Shoes 59,clothing,shoes,11.51,5.77,True
461,WorkStation Laptops Air,electronics,laptops,65.61,38.18,False
462,Shadow of Fiction,books,fiction,17.46,10.43,False
463,CloudRest Bedding,home,bedding,54.94,35.65,True
464,DockStation Accessories Plus,clothing,accessories,32.83,13.37,True
465,SunShield Skincare Pro,beauty,skincare,11.01,5.13,True
466,StormShield Outerwear Pro,clothing,outerwear,25.71,15.78,True
467,The Strategy Business Pro 88,books,business,44.36,25.24,True
468,TechGrip Accessories Kit 22,electronics,accessories,54.08,29.67,False
469,ActiveWear Tops Max 36,clothing,tops,29.58,12.32,True
470,ScreenGuard Accessories Pro 55,clothing,accessories,112.78,56.9,True
471,TrailRun Shoes 26,clothing,shoes,74.14,48.9,True
472,ActionCam Cameras Mark II 48,electronics,cameras,26.97,11.04,True
473,UltraBook Laptops Ultra 11,electronics,laptops,60.35,31.32,True
474,BrightLED Lighting Max 22,home,lighting,155.56,106.33,True
475,QuickMix Kitchen Pro,home,kitchen,158.92,65.99,True
476,CasualChic Dresses SE,clothing,dresses,12.4,7.75,True
477,CocktailHour Dresses Pro,clothing,dresses,15.78,7.53,False
478,WorkPant Pants SE,clothing,pants,108.63,71.69,True
479,SummerBreeze Dresses Max 93,clothing,dresses,14.2,8.86,False
480,UrbanStyle Tops Plus,clothing,tops,11.5,7.66,True
481,LuxComfort Bedding V2,home,bedding,22.44,10.43,True
482,WorkPant Pants,clothing,pants,46.35,25.93,True
483,LuxComfort Bedding SE 23,home,bedding,30.51,19.34,True
484,CompactZoom Cameras 4K 84,electronics,cameras,19.68,9.32,True
485,TechGrip Accessories Set 53,clothing,accessories,19.31,9.06,True
486,ActiveWear Tops V2,clothing,tops,18.73,7.64,True
487,CoolSleep Bedding Max,home,bedding,16.39,11.27,True
488,ActiveWear Tops SE 77,clothing,tops,205.47,125.95,True
489,LightLayer Outerwear V2,clothing,outerwear,42.01,24.81,True
490,TrueColor Makeup Plus 61,beauty,makeup,67.32,41.95,True
491,ElegantFlow Dresses Plus,clothing,dresses,22.39,12.53,True
492,ClearSkin Skincare Max,beauty,skincare,28.54,15.49,True
493,ChefPro Kitchen Pro 25,home,kitchen,18.71,10.01,True
494,CurlDefine Haircare Pro,beauty,haircare,5.99,3.55,True
495,SummerBreeze Dresses SE,clothing,dresses,11.0,5.07,True
496,WindBreak Outerwear Pro,clothing,outerwear,7.78,5.18,True
497,DressWalk Shoes 3,clothing,shoes,5.99,3.85,True
498,SpaceSaver Storage Pro 87,home,storage,12.73,6.43,False
499,PowerBank Accessories Pro 42,clothing,accessories,95.58,54.82,True
500,EauFresh Fragrance Plus 3,beauty,fragrance,31.96,14.14,False
